source_no,category,name_ko,romanization,desc_ko,name_en,desc_en,name_ja,desc_ja,name_zh_simp,desc_zh_simp,name_zh_trad,desc_zh_trad
27,밥 [Bap],묵밥,Mukbap,"도토리묵은 소화가 잘되며 다이어트에 좋은 식품이다. 소량의 밥을 담고 묵을 올려 김치, 오이, 김을 고명으로 하여 육수를 부어 먹는데 여름에는 차게, 겨울에는 뜨겁게 하여 먹는다.",Chilled Acorn Jelly and Rice Soup,"Acorn jelly is known to be an easily digestible food that is ideal for those trying to lose weight. This dish features a small amount of rice topped with acorn jelly, cucumber kimchi, and crushedseaweed served with soup that can be added at the table.",どんぐりこんにゃく入りクッパ,どんぐりこんにゃくは消化に良く、ダイエット向きの食品である。どんぐりこんにゃく入りクッパは器に少量のご飯を盛り、どんぐりこんにゃくをのせ、キムチ、きゅうり、のりを飾り、出汁をかけて食べるもので、夏は冷たく、冬は温かくして食べる。,凉粉汤饭,橡子凉粉容易消化，有助于减肥。将少量米饭放入碗中，上面放橡子凉粉以及辛奇、黄瓜丝、海苔等菜码，最后倒入高汤即可食用。夏天可用凉汤，冬天可用热汤。,涼粉湯飯,橡子涼粉易於消化，是有助於減肥的食材。少量米飯上放涼粉、辛奇、黃瓜和紫菜，然後輕輕倒入湯泡飯吃。夏季吃涼的，冬季可以吃熱的湯飯。
28,밥 [Bap],밥,Bap,멥쌀을 씻어 솥에 안치고 물을 알맞게 붓고 끓여 익힌 것으로 한국인의 주식이다. 부드럽고 소화가 잘되며 여러 반찬과 두루 어울린다.,Steamed Rice,"Regular short grain rice cooked until soft, moist, and glossy. It is easy to digest and goes well with any banchan (side dish), which is likely why it is the central and staple dish of every Korean meal.",ご飯,米をといで水と一緒に釜で炊いたもので、韓国人の主食となる。柔らかい口当たりで消化によく、あらゆるおかずに合う。,米饭,将大米洗净放入锅中加入适量水煮制而成，是韩国人的主食。米饭软嫩易消化，适宜与各种配菜佐餐。,米飯,"米飯是不混合雜糧, 只把粳米放入鍋裡，加水煮成的飯。"
29,밥 [Bap],보리밥,Boribap,쌀에 보리를 섞거나 보리만으로 지은 밥으로 소화가 잘된다. 열무김치나 고추장을 넣고 비벼 먹거나 풋고추를 된장에 찍어 함께 먹으면 별미다.,Steamed Barley Rice,"This dish, cooked with rice or barley alone, is easy to digest and effective in preventing various health conditions. It becomes a delicacy when mixed with yeolmu kimchi (young summer radish kimchi) or gochujang (red chili paste) or served with green peppers and doenjang, a traditional Korean soybean paste.",麦ご飯,米に大麦を混ぜて、または麦だけで炊いたご飯で、消化によく、生活習慣病の予防に効果がある。ヨルムキムチやコチュジャンを混ぜて食べたり、青唐辛子を味噌につけて一緒に食べるととても美味しい。,大麦饭,大米里掺大麦或者光用大麦焖的饭，不仅助消化，而且能够预防生活习惯病。可以放一些萝卜缨辛奇和辣椒酱拌饭吃，或者配着尖椒蘸大酱吃别有一番滋味。,大麥飯,粳米裡摻入大麥或者單用大麥煮成的飯，大麥飯具有助消化的功能。
30,밥 [Bap],불고기덮밥,Bulgogideopbap,간장 양념장에 재운 불고기를 익힌 후 밥 위에 얹어 먹는 음식이다. 채소와 어우러진 불고기 양념의 국물로 밥을 비벼 먹기에 좋다.,Bulgogi with Rice,Pan-fried bulgogi served over steamed rice. The sauce and vegetables make bulgogi ideal for mixing with rice.,プルゴギ丼 醤,醤油ベースのたれに漬けた牛肉に火を通し、ご飯の上にのせて食べる。野菜と調和したプルゴギのヤンニョムスープにご飯を入れ、かき混ぜて食べるとおいしい。,烤牛肉盖饭,"将牛肉用酱油调味酱腌制一定时间，炒熟后浇在米饭上食用。烤牛肉加入适量的蔬菜翻炒至出汤,再拌米饭吃。",烤牛肉蓋飯,將切成薄片的牛肉和蔬菜用醬油調料醃製後做成烤牛肉，放在米飯上。並放入粉絲、菇類、洋蔥等做成滑嫩的蓋飯。
31,밥 [Bap],비빔밥,Bibimbap,"쌀밥에 고기볶음, 갖은 나물과 고명을 올리고 고추장에 비벼 먹는 음식이다. 참기름을 첨가하면 더욱 맛있다.",Bibimbap,Rice topped with sautéed beef and a variety of colorful vegetables that is mixed at the table with spicy gochujang. A hint of sesame oil helps bring out the flavor.,ビビンバ,ご飯に炒めた肉や数種類のナムルをのせ、コミョンを飾りつけたものにコチュジャンを混ぜて食べる。ごま油を加えるといっそう風味が増す。,拌饭,米饭中加入炒肉丝、各种小菜和，用辣椒酱或酱油搅拌即可。搅拌时适当加入麻油会更加美味。,拌飯,在米飯中加入各種素菜和炒肉，放入辣椒醬再將所有食材均勻攪拌後食用。用醬油調料拌著食用也十分美味。
32,밥 [Bap],산채비빔밥,Sanchaebibimbap,산에서 나는 각종 나물을 밥 위에 올리고 고추장에 비벼 먹는 음식이다. 각각 특유의 맛과 향을 지닌 산나물들이 어우러져 입맛을 돋운다.,Wild Vegetable Bibimbap,"A version of bibimbap topped with wild vegetables that grow in the mountains. Mixed at the table with spicy gochujang, it is a fragrant dish filled with the flavor of wild mountainvegetables.",山菜ビビンバ,山でとれるナムルに火を通してご飯の上にのせ、コチュジャンを混ぜて食べる。山菜の豊かな味と香りが食欲をそそる一品。,山菜拌饭,"将各种山野菜弄熟后放在米饭上,用辣椒酱搅拌即可。各种山野菜特有的味道和香气可使人食欲大增。",山菜拌飯,把生長在山地的各種素菜放在米飯上面，放入辣椒醬拌著吃。
33,밥 [Bap],삼선비빔밥,Samseonbibimbap,"삼선이란 대표적인 산해진미를 나타내며 빛깔과 향기와 맛이 신선하다는 뜻이다. 밥 위에 해삼, 전복, 구운 차돌박이를 얹고 신선한 채소와 홍시를 더한 비빔밥이다.",Three-delicacy Bibimbap,"Samseon refers to delicacies characterized by attractive colors, aromas, and flavors. This dish consists of bibimbap topped with sea cucumber, abalone, and grilled beef brisket, along with fresh vegetables and ripe persimmon.",三鮮ビビンバ,「三鮮」とは、代表的な山海珍味を意味し、色と香りと味が新鮮であるという意味である。ご飯の上にナマコ、アワビ、焼いた牛のともばら肉をのせ、新鮮な野菜と熟した柿を添えたビビンバ。,三鲜拌饭,三鲜指的是代表性的山珍海味，意思是颜色和香气、味道十分新鲜。将海参、鲍鱼、烤肥牛放在米饭上面，加上新鲜的蔬菜和柿子做成拌饭。,三鮮拌飯,三鮮代表山珍海味，意指色香味俱全。在米飯上放海參、鮑魚、烤牛胸肉，再加上新鮮蔬菜與軟柿子拌著吃即可。
34,밥 [Bap],새싹비빔밥,Saessakbibimbap,무순 등의 새싹은 씨앗에서 싹을 틔운 것으로 비타민을 비롯한 영양소가 풍부하고 소화에 좋다. 그릇에 밥을 담고 소고기와 새싹을 올린 후 양념장에 비벼 먹는다.,Sprout Bibimbap,"This dish is a bowl of rice topped with beef and sprouts served with marinade. Rich in various nutrients and vitamins, this dish features a variety of sprouts, which are known to be good for digestion.",スプラウトビビンバ,貝割れ大根などの新芽は、種から芽ばえたもので、ビタミンをはじめとする栄養素が豊富に含まれており、消化に良い。器にご飯を入れ、牛肉とスプラウトをのせてヤンニョムジャン(たれ)をからめて食べる。,嫩芽拌饭,苜蓿芽等嫩芽是用菜籽发的新芽，有维生素等丰富的营养成分，有助于消化。在大碗里盛适量的米饭，上面放一些牛肉和嫩芽，然后加入调味酱拌着吃即可。,嫩芽拌飯,將米飯煮至軟硬適中，放上豐富的嫩葉蔬菜後，拌入調味醬食用。嫩葉蔬菜散發出清香的味道，且富維生素。
35,밥 [Bap],새우볶음밥,Saeubokkeumbap,"껍질을 벗긴 새우와 잘게 썬 채소를 밥과 함께 기름에 볶은 음식이다. 소금, 간장, 후추 등으로 간을 맞춘다. 새우의 부드러운 식감과 풍미를 맛볼 수 있다.",Shrimp Fried Rice,"Fried rice with peeled shrimp and finely chopped vegetables and seasoned with salt, soy sauce, and pepper. The dish is loved for the tender texture and flavor of the shrimp.",エビチャーハン,殻をむいたエビと小さく切った野菜をご飯と一緒に油で炒め、塩、醤油、こしょうなどで味付けして食べる。エビのやわらかな食感や香りが楽しめる。,虾仁炒饭,去皮的鲜虾、切碎的蔬菜和米饭一起用油翻炒而成。再加盐、酱油、胡椒等调味。可以品尝到虾仁的柔嫩口感和风味。,蝦仁炒飯,去皮的鮮蝦、切碎的蔬菜和米飯一起用油翻炒而成。用鹽、醬油、胡椒等調味。可以品嘗到蝦仁的柔嫩口感和風味。
36,밥 [Bap],샐러드김밥,Salad Gimbap,"김밥 속에 양상추, 파프리카와 새싹채소 등을 넣어 싼 김밥이다. 아삭하고, 건강한 맛으로 여성들에게 인기가 좋다. ",Salad Gimbap,"A type of gimbap with a filling of sliced lettuce, paprika, and sprouts, salad gimbap is especially popular among women due to its use of fresh vegetables and their crispy texture.",サラダキンパプ,レタス、パプリカ、ベビーリーフなどが巻かれたキンパプ。シャキっとした食感とヘルシーな味が女性に人気。,沙拉紫菜卷饭,加入圆生菜、彩椒和芽菜后把它卷成紫菜卷饭，口感清脆、营养健康，尤其受女性的欢迎。,沙拉紫菜捲飯,加入圓生菜、彩椒與芽菜，然後一起卷成紫菜卷飯。沙拉紫菜卷飯口感酥脆、營養健康，深得女人心。
37,밥 [Bap],소고기국밥,Sogogigukbap,양지머리와 사골을 같이 끓여 뼈는 건져 내 맑은 장국을 만들고 고기는 얇게 썬다. 그릇에 국을 담고 밥을 넣은 다음 삶은 고기와 고명을 얹어 깍두기를 곁들여 먹는다.,Beef and Rice Soup,"This dish is made by boiling cow leg bones to make a clear broth. The bones are then removed, and the beef brisket is thinly sliced from the bone. Rice is added to the broth, topped with slices of beef brisket, and served with kkakdugi (diced radish kimchi).",牛肉クッパ,ヤンジモリ(牛の胸肉)とサゴル(牛の骨)を一緒に煮て、骨は取り出し、肉は薄く切る。器にスープを盛ってご飯を入れ、煮込んだ肉とコミョン(料理をより美しく、見栄えを良くするために、仕上げに上に散らしたりのせたりするもの)をのせ、カクテギを添えて食べる。,牛肉汤饭,用牛的胸骨和腿骨熬汤，将骨头捞出仅留清汤，肉切成薄片。用大碗盛汤后，把米饭泡在汤里，上面放一些肉片和装饰配菜，配着萝卜块辛奇吃即可。,牛肉湯飯,湯飯是湯泡飯吃的飲食。牛肉湯飯是用煮熟的牛肉和蘿蔔，加調料攪拌後燉煮的湯水料理。泡飯配著辛奇吃更美味。
38,밥 [Bap],소고기김밥,Sogogigimbap,김밥의 기본 재료에 다진 소고기를 간장 양념으로 볶아 함께 싼 김밥으로 맛과 영양이 좋다. ,Beef Gimbap,"Gimbap that features ground beef stir-fried with soybean sauce, in addition to the basic ingredients, making it both delicious and nutritious.",牛肉キンパプ,キンパプの基本食材に、小さく切った牛肉を醤油ベースのたれで炒めて一緒に巻いたもの。味も栄養も抜群。,牛肉紫菜卷饭,剁碎的牛肉加入酱油调料炒熟后，和紫菜卷饭的基本食材一起卷起来，不仅美味，而且又有营养。,牛肉紫菜捲飯,把剁碎的牛肉用醬油炒熟後跟紫菜卷飯的基本食材一起卷起來，這樣做出來的卷飯美味又有營養。
39,밥 [Bap],소머리국밥,Someorigukbap,"가마솥에 소머리뼈와 사골을 넣고 10시간 이상 국물을 우려낸 다음 다시 소머리고기와 무, 우거지, 토란대 등을 넣고 푹 고아 양념장을 넣어 깍두기나 배추김치를 곁들여 먹는다.",Beef Head Meat and Rice Soup,"For this dish, a cow’s head and leg bones are simmered for over 10 hours in an iron pot to make a soup. Next, the meat from the cow’s head and vegetables, including radish, outer cabbage leaves, and taro shoots, are simmered and seasoned with sauce. This dish is served with kkakdugi (cubed radish kimchi) or cabbage kimchi.",牛の頭部肉クッパ,大鍋に牛の頭の骨と牛骨を入れて10時間以上煮出し、牛の頭の肉と大根、白菜の外葉、ずいきなどを入れて煮込み、ヤンニョムジャンを加えてカクトゥギや白菜キムチを添えて食べる。,牛头肉汤饭,将牛的头骨和腿骨放进大铁锅里熬煮十个小时以上，待熬出醇浓的高汤后，加入牛头肉和萝卜、菜叶、芋头茎等材料继续慢慢熬煮。吃的时候放一些调味酱，配着萝卜块辛奇或辛奇一起吃。,牛頭肉湯飯,把牛頭骨與牛棒骨放入鍋裡熬煮十個小時以上，然後再放入牛頭肉與蘿蔔、幹蘿蔔葉、芋頭莖等繼續煮熟。吃的時候放點調味醬，搭配蘿蔔塊辛奇或辛奇一起吃。
40,밥 [Bap],송어덮밥,Songeodeopbap,동해에서 잡히는 싱싱한 송어를 팬에 구워 부드럽게 익힌 후 볶음밥 위에 얹고 매콤한 고추장에 파와 마늘 채를 곁들여 먹는다.,Stir-fried Trout with Rice,"Consisting of fried rice topped with grilled trout and served with spicy gochugang and julienned green onion and garlic, this dish features trout caught in the East Sea.",マス丼,東海で獲れる新鮮なマスをフライパンで柔らかくなるまで焼く。それをチャーハンの上にのせて辛いコチュジャン、ねぎとにんにくの千切りを添えて食べる。,鳟鱼盖饭,将来自东海的新鲜鳟鱼放在平底锅中煎烤至熟，然后放在炒饭上面，配上辣椒酱和切成丝的葱蒜一起吃即可。,鱒魚蓋飯,把新鮮東海鱒魚煎熟後放在炒飯上面，加上辣椒醬和蔥蒜絲一起吃。
41,밥 [Bap],순대국밥,Sundaegukbap,"돼지 곱창에 각종 채소와 양념을 넣고 쪄서 만든 순대를 넣어 끓인 국밥이다. 국물을 우려낼 때 누린내를 없애기 위해 들깨와 생강, 한약재 등을 넣기도 한다.",Blood Sausage and Rice Soup,"This dish consists of sundae, which is steamed pig intestines stuffed with seasoned, minced vegetables, and rice with soup. Perilla seeds, ginger, and a variety of medicinal herbs are boiled with the sundae to remove any unpleasant meat smell.",スンデクッパ,豚の腸詰めクッパは、豚モツに色々な野菜と調味料を入れて蒸した豚の腸詰めを入れて煮込んだ料理。だしを取るとき、臭みをなくすためにエゴマや生姜、漢方薬材などを入れることもある。,血肠汤饭,用血肠熬制的汤饭。血肠是猪大肠里灌入各种蔬菜和调料后放进蒸笼里蒸煮而成，熬汤时放入适量的白苏子、生姜和中药材等以去除腥味。,血腸湯飯,用血腸熬製的湯飯。血腸是豬大腸裡灌入各種蔬菜和調料後放進蒸籠裡蒸煮而成的，把血腸放進牛骨湯水後煮出湯飯。飯可先泡湯吃，也可以另外配湯吃。
